note_id,participant_id,participant_name,section_key,note_type,text,note_text_wrapped,theme,date,time,location,theme_cluster,theme_auto
349,P1 — Iris,,areas_to_document,observation,She demonstrates what her normal shopping trip there looks like and points out typical items she buys.,"She demonstrates what her
normal shopping trip there
looks like and points out
typical items she buys.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
350,P1 — Iris,,areas_to_document,observation,This observational portion lasts approximately 15 minutes.,"This observational portion
lasts approximately 15
minutes.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
351,P1 — Iris,,areas_to_document,observation,"CONTEXT — Where is this happening? What tools, artifacts, people, environmental factors are present?","CONTEXT — Where is this
happening? What tools,
artifacts, people,
environmental factors are
present?",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
352,P1 — Iris,,areas_to_document,observation,The main discussion takes place in the UW-Madison Student Activities Center because the participant chose it as a comfortable interview location.,"The main discussion takes
place in the UW-Madison
Student Activities Center
because the participant
chose it as a comfortable
interview location.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
353,P1 — Iris,,areas_to_document,observation,"The environment is relatively quiet, with only a few people talking in the background.","The environment is
relatively quiet, with only
a few people talking in the
background.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
354,P1 — Iris,,areas_to_document,observation,The primary tool used during the planning process is the participant's smartphone.,"The primary tool used during
the planning process is the
participant's smartphone.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
355,P1 — Iris,,areas_to_document,observation,The participant demonstrates how she browses grocery delivery applications on her phone.,"The participant demonstrates
how she browses grocery
delivery applications on her
phone.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
356,P1 — Iris,,areas_to_document,observation,The participant also physically visits Fresh Market during the session to illustrate how she normally shops in person.,"The participant also
physically visits Fresh
Market during the session to
illustrate how she normally
shops in person.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
357,P1 — Iris,,areas_to_document,observation,The observation includes both digital interaction (mobile app) and physical store interaction.,"The observation includes
both digital interaction
(mobile app) and physical
store interaction.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
358,P1 — Iris,,areas_to_document,observation,NEEDS / VALUES — What matters most to the participant?,"NEEDS / VALUES — What
matters most to the
participant?",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
359,P1 — Iris,,areas_to_document,observation,Food quality is the most important factor.,"Food quality is the most
important factor.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
360,P1 — Iris,,areas_to_document,observation,Freshness of food is also highly valued.,"Freshness of food is also
highly valued.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
361,P1 — Iris,,areas_to_document,observation,The participant prefers groceries that are recently stocked and appear fresh.,"The participant prefers
groceries that are recently
stocked and appear fresh.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
362,P1 — Iris,,areas_to_document,observation,She integrates grocery trips into daily routines for convenience.,"She integrates grocery trips
into daily routines for
convenience.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
363,P1 — Iris,,areas_to_document,observation,Frequent small trips allow her to maintain food freshness rather than storing food long-term.,"Frequent small trips allow
her to maintain food
freshness rather than
storing food long-term.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
364,P1 — Iris,,areas_to_document,observation,ASSUMPTIONS — What beliefs guide their behavior?,"ASSUMPTIONS — What beliefs
guide their behavior?",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
365,P1 — Iris,,areas_to_document,observation,We assume the participant tries to save time by combining grocery shopping with other daily activities.,"We assume the participant
tries to save time by
combining grocery shopping
with other daily activities.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
366,P1 — Iris,,areas_to_document,observation,"Shopping during normal routines (walking to class, returning home) reduces the need for separate grocery trips.","Shopping during normal
routines (walking to class,
returning home) reduces the
need for separate grocery
trips.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
367,P1 — Iris,,breakdowns_successes,breakdown,The participant occasionally pauses in the store while thinking about which items she needs that day.,"The participant occasionally
pauses in the store while
thinking about which items
she needs that day.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
368,P1 — Iris,,breakdowns_successes,breakdown,This happens multiple times during the Fresh Market visit.,"This happens multiple times
during the Fresh Market
visit.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
369,P1 — Iris,,breakdowns_successes,breakdown,The lack of a predefined list means she must remember items while browsing the store.,"The lack of a predefined
list means she must remember
items while browsing the
store.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
370,P1 — Iris,,breakdowns_successes,breakdown,Decision making sometimes occurs spontaneously rather than being planned.,"Decision making sometimes
occurs spontaneously rather
than being planned.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
371,P1 — Iris,,breakdowns_successes,breakdown,The participant smoothly navigates the grocery delivery application.,"The participant smoothly
navigates the grocery
delivery application.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
372,P1 — Iris,,breakdowns_successes,breakdown,She quickly finds items she regularly purchases and adds them to the cart.,"She quickly finds items she
regularly purchases and adds
them to the cart.",Cart / Adds / Items / Purchases,2/26/2026,1:26 PM,s,3,Cart / Adds / Items / Purchases
373,P1 — Iris,,breakdowns_successes,breakdown,This suggests she is very familiar with the interface and the products she normally buys.,"This suggests she is very
familiar with the interface
and the products she
normally buys.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
375,P1 — Iris,,breakdowns_successes,breakdown,"BREAKDOWNS (frustrations, confusion)","BREAKDOWNS (frustrations,
confusion)",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
376,P1 — Iris,,breakdowns_successes,breakdown,The participant occasionally pauses in the store while thinking about which items she needs that day.,"The participant occasionally
pauses in the store while
thinking about which items
she needs that day.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
377,P1 — Iris,,breakdowns_successes,breakdown,This happens multiple times during the Fresh Market visit.,"This happens multiple times
during the Fresh Market
visit.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
378,P1 — Iris,,breakdowns_successes,breakdown,The lack of a predefined list means she must remember items while browsing the store.,"The lack of a predefined
list means she must remember
items while browsing the
store.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
379,P1 — Iris,,breakdowns_successes,breakdown,Decision making sometimes occurs spontaneously rather than being planned.,"Decision making sometimes
occurs spontaneously rather
than being planned.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
380,P1 — Iris,,breakdowns_successes,breakdown,SUCCESSES (what worked well),SUCCESSES (what worked well),Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
381,P1 — Iris,,breakdowns_successes,breakdown,The participant smoothly navigates the grocery delivery application.,"The participant smoothly
navigates the grocery
delivery application.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
382,P1 — Iris,,breakdowns_successes,breakdown,She quickly finds items she regularly purchases and adds them to the cart.,"She quickly finds items she
regularly purchases and adds
them to the cart.",Cart / Adds / Items / Purchases,2/26/2026,1:26 PM,s,3,Cart / Adds / Items / Purchases
383,P1 — Iris,,breakdowns_successes,breakdown,This suggests she is very familiar with the interface and the products she normally buys.,"This suggests she is very
familiar with the interface
and the products she
normally buys.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
384,P1 — Iris,,post_session_reflection,insight,"{'n': 1, 'text': ""Food quality (freshness and taste) is the most important factor influencing the participant's grocery decisions.""}","{'n': 1, 'text': ""Food
quality (freshness and
taste) is the most important
factor influencing the
participant's grocery
decisions.""}",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
385,P1 — Iris,,post_session_reflection,insight,"{'n': 2, 'text': 'Price still matters, but it is less critical because the participant has financial support from her family as an international student.'}","{'n': 2, 'text': 'Price
still matters, but it is
less critical because the
participant has financial
support from her family as
an international student.'}",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
386,P1 — Iris,,post_session_reflection,insight,"{'n': 3, 'text': 'The planning phase of grocery shopping is relatively short.'}","{'n': 3, 'text': 'The
planning phase of grocery
shopping is relatively
short.'}",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
388,P1 — Iris,,post_session_reflection,insight,Top 3 Insights from this Session,"Top 3 Insights from this
Session",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
389,P1 — Iris,,post_session_reflection,insight,Food quality (freshness and taste) is the most important factor influencing the participant's grocery decisions.,"Food quality (freshness and
taste) is the most important
factor influencing the
participant's grocery
decisions.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
390,P1 — Iris,,post_session_reflection,insight,"Price still matters, but it is less critical because the participant has financial support from her family as an international student.","Price still matters, but it
is less critical because the
participant has financial
support from her family as
an international student.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
391,P1 — Iris,,post_session_reflection,insight,The planning phase of grocery shopping is relatively short.,"The planning phase of
grocery shopping is
relatively short.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
392,P1 — Iris,,post_session_reflection,insight,Many decisions occur during the shopping trip itself rather than beforehand.,"Many decisions occur during
the shopping trip itself
rather than beforehand.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
394,P1 — Iris,,biggest_surprise,insight,The participant purchases groceries in between daily activities not primarily to save time but to ensure that the food she buys is fresh.,"The participant purchases
groceries in between daily
activities not primarily to
save time but to ensure that
the food she buys is fresh.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
395,P1 — Iris,,follow_up_questions,question,Questions for Follow-up / Things to Explore,"Questions for Follow-up /
Things to Explore",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
396,P1 — Iris,,follow_up_questions,question,Q: Would you prefer shopping at Fresh Market or at a store closer to your home?,"Q: Would you prefer shopping
at Fresh Market or at a
store closer to your home?",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
397,P1 — Iris,,follow_up_questions,question,A: The participant says she would still choose Fresh Market because it is more convenient to stop there between daily activities and the route fits naturally into her schedule.,"A: The participant says she
would still choose Fresh
Market because it is more
convenient to stop there
between daily activities and
the route fits natura...",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
398,P1 — Iris,,follow_up_questions,question,Q: Is there a time when you seriously consider food prices when buying groceries?,"Q: Is there a time when you
seriously consider food
prices when buying
groceries?",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
399,P1 — Iris,,follow_up_questions,question,A: When she first arrived in the United States she compared prices frequently with those in her home country.,"A: When she first arrived in
the United States she
compared prices frequently
with those in her home
country.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
400,P1 — Iris,,follow_up_questions,question,Now that she is familiar with local prices she does not focus as heavily on price unless it is unusually high.,"Now that she is familiar
with local prices she does
not focus as heavily on
price unless it is unusually
high.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
401,P1 — Iris,,follow_up_questions,question,How this Connects to Our Focus Objectives,"How this Connects to Our
Focus Objectives",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
402,P1 — Iris,,follow_up_questions,question,College students may care strongly about food quality and freshness.,"College students may care
strongly about food quality
and freshness.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
403,P1 — Iris,,follow_up_questions,question,A grocery-planning application could potentially include information about store restocking times so users know when the freshest products are available.,"A grocery-planning
application could
potentially include
information about store
restocking times so users
know when the fresh...",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
